Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,URL,Capital
PERLA FOOD DISTRIBUTION, la societe a pour objet tant au maroc qu' a l'etranger : - vente de produits alimentaires," 107, Rue Sergent Maginot",Casablanca,33.579074 : -7.589753,164625.0,Tribunal de Casablanca,1529725000025.0,Societe a Responsabilite Limitee a Associe Unique,societe-perla-food-distribution-202559, 5 000 000 
DAROM IMMOBILIER," promotion immobiliere, maitrise d'ouvrage deleguee-"," Lot 28 La Colline, Californie.",Casablanca,33.52482 : -7.65048,404935.0,Tribunal de Casablanca,1687641000025.0,Societe a Responsabilite Limitee,societe-darom-immobilier-478289, 5 000 000 
MICAGRICOL," transformation de la matiere plastique en sacs, rouleaux en plastic, gaines, grand serres fabrication et distribution de tous types de dispositifs, fournitures et equipements medicaux.", Face Gare Oncf Zone Industrielle Sidi Maarouf,Casablanca,33.52482 : -7.65048,133405.0,Tribunal de Casablanca,1541197000002.0,Societe a Responsabilite Limitee a Associe Unique,societe-micagricol-150720, 27 000 000 
SERVICES LV," d'une maniere generale, d'effectuer au maroc toutes les operations se rapportant directement ou indirectement a la gestion et a l'exploitation des stations services y compris toutes les operations connexes a l'activite des stations de services. il s'agit notamment et a titre indicatif, de : - la construction, l'installation et l'exploitation des stations services ; - la location, la gestion directe, et/ou la mise en location des stations de services ; - l'achat, l'importation et la commercialisation des carburants, des lubrifiants et de tout autre produit d'entretien automobile pour tous types de vehicules ; - la realisation de toutes sortes d'operations commerciales, et en particulier, l'entreposage, la restauration, le transport, etc. . . . . ; - l'industrie de la boulangerie et la restauration ; - la realisation de toutes sortes d'activite d'entretien technique automobile et en particulier, l'installation et l'exploitation d'ateliers mecaniques a meme de realiser des prestations mecaniques pour tous types de vehicules : la vente et la pose des pneumatiques, la vidange, les amortisseurs, le freinage, l'echappement, la distribution, la climatisation etc. . ; - l'activite de lavage automobile : aspirateurs, lavage a rouleaux, lavage a haute pression ect. . . ; - le financement de toute operation se rapportant a l'exploitation et la gestion des stations services et de ses activites connexes ; - la passation de tous marches, participation a toutes adjudications et a tous marches publics de fournitures lies a l'activite des stations services ; - la realisation de toutes operations financieres, commerciales, industrielles, agricoles, mobilieres ou immobilieres ; - la societe pourra s'interesser directement ou indirectement par voie d'apport, de participation, d'alliance, de fusion, de souscription, de prise d'hypotheque, d'achat d'actions, d'obligations ou de tous titres quelconques ou autrement, dans toutes societes, syndicats, groupements ou entremises qui auraient un objet principal ou secondaire semblable, analogue ou connexe au sien, s'y rattachant directement ou indirectement ou susceptible d'en favoriser, d'en faciliter ou d'en etendre la realisation ; - generalement, toutes operations financieres, commerciales, industrielles, agricoles, mobilieres ou immobilieres, pouvant se rattacher directement ou indirectement a l'un quelconque des objets precites ou a tous autres objets similaires ou connexes ; - la societe pourra faire toutes operations rentrant dans son objet soit seule, soit par elle - meme, pour le compte de tiers, soit en participation ou association sous quelque forme que ce soit ; - de warranter tous produits conserves dans ses magasins ou entrepots ; - de transporter tous produits en relation avec les activites susvisees, plus specialement ceux reclamant des conditions particulieres pour leur transport et conservation ; - l'etude, l'acquisition sous toutes ses formes, l'apport, la cession et l'exploitation ou la representation directe ou indirecte de tous brevets, marques et procedes, licences, agences, exclusivites, depots et concessions ; - l'achat, et la vente en libre service de tous produits alimentaires ou non alimentaires - l'achat, la vente et l'echange de toutes valeurs mobilieres et de toutes parts d'interets ; - la prise, l'acquisition, l'exploitation, la vente ou l'octroi de toute licence, brevet et marque die fabrique entrant dans l'objet de la societe ; - l'achat, la prise a bail, la location, la gestion, l'exploitation, la mise en valeur et la vente de tous biens immobiliers batis ou non batis pour son propre compte ; - et plus generalement, toutes operations se rattachant directement ou indirectement aux objets precites ou susceptibles d'en favoriser la realisation et le developpement."," Angle Route Des Zaers Et Rue Rif Km 3,5 Souissi",Souissi (AR),33.975544 : -6.825397,105659.0,Tribunal de Rabat,1428147000053.0,Societe Anonyme,societe-services-lv-408194, 300 000 
CONSEIL INGENIERIE ET DEVELOPPEMENT (CID), realisation d'etude economique et technique en construction., Parc Technopolis Rocade Rabat Sale 111000 P.b 1340,Sale,34.033333 : -6.8,24355.0,Tribunal de Sale,2000043.0,Societe Anonyme,societe-conseil-ingenierie-et-developpement-14627, 40 000 000 
AUTOBUS URBAINS DE TANGER (AUTASA), transport urbain - transport de personnel, Km 2.2 Route National De Tetouan Lot 180,Tanger-Medina (AR),35.786071 : -5.814418,17201.0,Tribunal de Tanger,1565819000046.0,Societe Anonyme,societe-autobus-urbains-de-tanger-117352, 26 505 000 
AKZO NOBEL COATINGS, commerce et industrie de peintures et vernis," Route Cotiere De Mohammedia Bd Ennassij (ex B) Quartier Industriel, 20250 Ain Sebaa",Ain-Sebaa (AR),33.61932 : -7.538236,15085.0,Tribunal de Casablanca,1540614000029.0,Societe Anonyme,societe-akzo-nobel-coatings-3659, 52 887 800 
SOCIETE DE TRANSPORT AFRIQUE EUROPE (SOTRAFRIQUE)," transport national et international de marchandises, commissionnaire consignataire de transport.", Bloc 1 Depot Temarsit Douar Timarsit,Ait Melloul (M),30.341987 : -9.502322,2645.0,Tribunal de Inzegane,1536807000095.0,Societe a Responsabilite Limitee,societe-societe-de-transport-afrique-europe-151891, 6 000 000 
BETON CHANTIER, vente de beton et de granulat," 4, Angle Avenue Addolb Et Rue Al Cocos Secteur 14 Hay Riad",Rabat,33.957665 : -6.860845,59875.0,Tribunal de Rabat,1532022000086.0,Societe a Responsabilite Limitee,societe-beton-chantier-153670, 33 000 000 
CENTRE PNEUMATIQUE IBN TACHFINE (CPIT), commerce de pneumatiques, 62 Bd Ibn Tachfine,Casablanca,33.58528 : -7.575,32257.0,Tribunal de Casablanca,1527583000047.0,Societe Anonyme,societe-centre-pneumatique-ibn-tachfine-60340, 30 000 000 
TOURISM PROPERTY MOROCCO, gestion hoteliere.," La Marina De Casablanca, Tour D'ivoire 1, 8eme Etage,",Casablanca,33.58694440000001 : -7.6111111000000164,30515.0,Tribunal de Casablanca,1524390000025.0,Societe Anonyme,societe-atlas-hospitality-morocco-86818, 582 080 700 
NP MOROCCO," sous-traitances de composants electroniques pour : automobiles, electromenager, aeronautique, ..."," Lot Industriel Ndeg 24, Zone Industrielle Sud Ouest",Mohammedia (M),33.670073 : -7.417525,3345.0,Tribunal de Mohammedia,101887000068.0,Societe a Responsabilite Limitee a Associe Unique,societe-np-morocco-136862, 14 000 000 
BACO PROPRETE," toutes prestations de services de nettoyage, d'hygiene, de desinfection, de desinsectisation, de deratisation et d'entretien ainsi que d'audit et de formation en la matiere.", 153 Rue Mohamed Erradi 4eme Etage- Zone Industrielle Moulay Rachid (ben M'sik/sidi Othman)code Postal 20450,Casablanca,33.566559 : -7.523196,271379.0,Tribunal de Casablanca,161013000092.0,Societe a Responsabilite Limitee,societe-baco-proprete-352917, 14 815 000 
STE DE CEREALES ET D'ALIMENTATION DE BETAIL FALLAH (SCAB FALLAH), alimentation generale de betail et cereales et commercialisation, Otis Ouafae Lot 14 Qi Bensouda,Fes-Medina (AR),34.0333333 : -5,19691.0,Tribunal de Fes,1920836000030.0,Societe a Responsabilite Limitee a Associe Unique,societe-ste-de-cereales-et-d-alimentation-de-betail-fallah-94348, 14 000 000 
SOPHASALE (SOPHASALE), commerce en gros de produits pharmaceutiques, Ain Hwala Hay My Ismail,Sale,34.027579 : -6.781461,659.0,Tribunal de Sale,1530784000047.0,Societe Anonyme,societe-sophasale-23427, 14 154 000 
PHARCOMEDIC (PHARCOMEDIC), parapharmacie, Bd Missane 5 Lot 711 Bouskoura,Casablanca,33.58694440000001 : -7.6111111000000164,58229.0,Tribunal de Casablanca,1540830000017.0,Societe a Responsabilite Limitee,societe-pharcomedic-50485, 10 000 000 
MOBYCROSS," import export, marchand et importation de cycles et motocycles neuf"," Boulevard Chefchaouni, Km 11.500, Ain Sebaa",Ain-Sebaa (AR),33.607914 : -7.536169,246485.0,Tribunal de Casablanca,167518000027.0,Societe a Responsabilite Limitee,societe-mobycross-315524, 10 000 000 
TUYAUTO (TUYAUTO), vente fabrication et montage de systemes d'echappement (tubes et silencieux) pour vehicules.," 162, Boulevard Moulay Ismail",Casablanca,33.59822 : -7.58306,27819.0,Tribunal de Casablanca,82899000002.0,Societe Anonyme,societe-tuyauto-61446, 28 250 000 
PESCAB, a. l'achat local et a l'importation et le conditionnement du poisson frais et congele destine a l'exportation. b. l'activite du mareyeur et l'achat des produits de la mer sous les halles a maree, Nouveau Port De Peche Rdc+1,Tanger-Medina (AR),35.7666667 : -5.7999999999999545,72481.0,Tribunal de Tanger,303035000005.0,Societe a Responsabilite Limitee a Associe Unique,societe-pescab-451711, 3 000 000 
FARMALAC (FARMALAC), fabrication de materiels et matieres premieres d'emballages pour produits pharmaceutiques ou parapharmaceutiques., Pole Urbain Et Industriel Omrane-sahel Tranche 4 Lot .51ph,Soualem,33 : -7.616666699999996,14845.0,Tribunal de Berrechid,1529603000021.0,Societe a Responsabilite Limitee,societe-farmalac-77419, 15 000 000 
PHILIP MORRIS MAGHREB," importer, d'exporter et de distribuer les produits de tabacs."," Tour Ivoire 1, 6eme Etage, Casablanca Marina, Ilot 3, Bd Sidi Mohamed Ben Abdellah",Casablanca,33.60349 : -7.61905,203913.0,Tribunal de Casablanca,29676000065.0,Societe a Responsabilite Limitee,societe-philip-morris-maroc-252679, 1 000 000 
BALTIMAR (BALTIMAR), fabrication d'huiles et graisses alimentaires hydrogenees, Caidat Soualem Cr Sahel Zone Industrielle Lot 37-38 B.p 99,Soualem,33.422836 : -7.853125,631.0,Tribunal de Berrechid,1524644000054.0,Societe Anonyme,societe-baltimar-23558, 90 600 000 
DIDALI, commerce de fournitures et materiels informatiques, 9 Rue Alyamane Quartier Liberte,Sidi Belyout (AR),33.589671 : -7.612001,155345.0,Tribunal de Casablanca,229555000024.0,Societe a Responsabilite Limitee a Associe Unique,societe-didali-178775, 6 000 000 
ARMOR INDUSTRIES, commerce de consommables bureautiques et informatiques, Bd. Mustapha El Maani,Lbir Jdid (M),33.371772 : -7.997957,455.0,Tribunal de Eljadida,1535724000042.0,Societe Anonyme,societe-armor-industries-21012, 2 812 500 
COUVOIR RHAMNA," l'industrie avicole, et particulierement la creation d'un couvoir a l'effet de produire et de commercialiser des poussins l'acquisition et l'importation des animaux reproducteurs ainsi que tous equipements, materiaux et marchandises necessaires ou utiles a la creation et a l'exploitation de couvoirs. l'achat, l'importation, la vente, le stockage, le conditionnement et la distribution de toutes cereales et legumineuses de toute nature, sous toutes formes et toutes origines. la commercialisation de tous produits et articles destines a l'alimentation du betail et du cheptel. la commercialisation de tous produits et articles relevant de l'alimentation generale naturelle ou manufacturee l'aviculture en general et sous toutes formes. l'importation, l'achat, la vente, l'elevage de tous animaux de betail et toutes activites connexes ou derivees. toutes operations relatives a l'agriculture. la creation de toute industrie relative a l'objet precite.", Angle Rue El Gara Et Rue Capitairne Veuillanier,Casablanca,33.607157 : -7.563753,224537.0,Tribunal de Casablanca,1442058000040.0,Societe a Responsabilite Limitee,societe-couvoir-rhamna-282280, 50 000 000 
SOCIETE D'EMPLISSAGE DE GAZ D'OUARZAZATE (OUARGAZ ), centre emplisseur de gaz - commerce en gros de gaz butane et propane," 146, Boulevard Mohamed Zerktouni",Casablanca,33.58325 : -7.622245,53871.0,Tribunal de Casablanca,1573000000062.0,Societe Anonyme,societe-societe-d-emplissage-de-gaz-d-ouarzazate-49862, 32 150 000 
NEWREST FMS MAROC," restauration collective, cheques et cartes de service, facilite management (nettoyage, blanchisserie, buanderie, jardinage, maintenance multi technique", 18 Rue Ibnou Khalikane Quartier Palmier,Casablanca,33.58694440000001 : -7.6111111000000164,100455.0,Tribunal de Casablanca,27599000078.0,Societe Anonyme,societe-sodexo-maroc-104321, 95 697 960 
INDUTEXA, textile automobile., Zone Franche D'exportation Ilot E,Tanger-Medina (AR),35.774495 : -5.81018,70715.0,Tribunal de Tanger,130214000084.0,Societe a Responsabilite Limitee a Associe Unique,societe-indutexa-441624, 1 000 000 
AUTO ABDA," marchand de voitures nouvelles - et plus generalement, toutes operations commerciales, industrielles, financieres, mobilieres ou immobilieres pouvant se rattacher directement ou indirectement a l'objet social, a tous objet similaires ou connexes, et qui de nature favoriser le developpement de la societe", Rue Idriss Premier Ndeg 4 Quartier Plateaux,Safi (M),32.29414 : -9.23165,4893.0,Tribunal de Safi,1547073000042.0,Societe a Responsabilite Limitee,societe-auto-abda-307490, 15 050 000 
OTIS-MAROC," installation et reparation d'ascenseurs, monte charges et escalators"," Lotissement Al Afak, Lot Ndeg 442 Rdc Et 1er Etage Californie Ain Chock",Ain-Chock (AR),33.532723 : -7.617047,31273.0,Tribunal de Casablanca,1531538000059.0,Societe Anonyme Simplifiee,societe-otis-maroc-59906, 1 111 000 
LABORATOIRE PHARMACEUTIQUE NOVOPHARMA, commerce de produits pharmaceutiques - fabrication et production de medicaments, Zone Industrielle De Tit Mellil,Tit Mellil (M),33.557174 : -7.484752,50313.0,Tribunal de Casablanca,1602601000018.0,Societe Anonyme,societe-laboratoire-pharmaceutique-novopharma-57483, 40 000 000 
BEST PROFIL, recrutement - interim,,,33.582871 : -7.636661,92797.0,Tribunal de Casablanca,87783000054.0,Societe a Responsabilite Limitee,societe-best-interim-92914, 10 000 000 
SOCIETE INDUSTRIELLE DES PAPIERS TISSUS (SIPAT), production de papiers tissus," Quartier Industriel Ain Slougui, Rue Essadiyine B.p 135",Meknes (M),33.892528 : -5.526016,17407.0,Tribunal de Meknes,1669321000062.0,Societe Anonyme,societe-societe-industrielle-des-papiers-tissus-28754, 146 600 000 
SOCIETE CHERIFIENNE DE MATERIEL INDUSTRIEL ET FERROVIAIRE (SCIF), fabrication ferroviaire., Allee Des Cactus Ain Sebaa 20250,Ain-Sebaa (AR),33.606238 : -7.530777,6407.0,Tribunal de Casablanca,1536813000030.0,Societe Anonyme,societe-societe-cherifienne-de-materiel-industriel-et-ferroviaire-4182, 44 232 525 
KAYE ALUMINIUM TANGER, transformation et commercialisation d'aluminium pour les batiments et l'industrie," Hay Bouguenoun, Route De Rabat Ndeg 1, Km 46",Assilah (M),35.464498 : -6.0379,49.0,Tribunal de Asilah,67348000063.0,Societe a Responsabilite Limitee,societe-kaye-aluminium-tanger-128252, 7 031 000 
LA STE DES TOLES ET DU BOIS (TOLBOIS), importation et vente de toutes marques de bois et toles, 23 Avenue Hassan Alaoui,Casablanca,33.58089 : -7.58473,36365.0,Tribunal de Casablanca,1514093000042.0,Societe a Responsabilite Limitee,societe-la-ste-des-toles-et-du-bois-60626, 11 200 000 
SIEMENS ENERGY, operation et maintenance de la centrale thermique.," Km 28,5 Route Nationale De Rabat. Oued Tahaddart",Tanger-Medina (AR),35.746434 : -5.808113,23249.0,Tribunal de Tanger,67397000001.0,Societe a Responsabilite Limitee a Associe Unique,societe-siemens-energy-149390, 100 000 
SALAD TIME, conditionnement et export de fruits et leguimes, Douar Tin Ait Brahim Titre Foncier N 21556/09 Communue Rurale Lkhmiss Ait Amira,Ait Baha (M),30.07152899999999 : -9.161644000000024,17967.0,Tribunal de Inzegane,1952776000077.0,Societe a Responsabilite Limitee,societe-salad-time-771583, 6 000 000 
